Article Name,Topic,Functions Spanned,Live Link
Monitor social sentiment,Social,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Ads; Email; Social; Inbox,https://knowledge.hubspot.com/social/monitor-social-sentiment
Optimize social post captions and publishing,Social,Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Social,https://knowledge.hubspot.com/social/optimize-social-posts
Create and publish social posts in the HubSpot mobile app,Social,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Social; Create and publish social posts; Customize additional Instagram post details,https://knowledge.hubspot.com/social/publish-and-review-social-posts-in-the-hubspot-mobile-app
Publish YouTube videos from the HubSpot mobile app,Social,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Social,https://knowledge.hubspot.com/social/publish-youtube-videos-from-the-hubspot-mobile-app
Report on social posts using the custom report builder,Social,Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Properties; Campaigns; Email; Social,https://knowledge.hubspot.com/social/report-on-social-posts-using-the-custom-report-builder
Review and manage your social posts in the HubSpot mobile app,Social,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Campaigns; Email; Forms; Social; Manage and review your social posts,https://knowledge.hubspot.com/social/review-and-manage-your-social-posts-in-the-hubspot-mobile-app
Review your published social posts,Social,Teams; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Properties; Email; Social; Inbox,https://knowledge.hubspot.com/social/review-your-published-social-posts
Social | Frequently Asked Questions,Social,Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Social; Reports; Inbox,https://knowledge.hubspot.com/social/social-faq
Create and monitor social feeds,Social,Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Lists; Email; Social; Reports,https://knowledge.hubspot.com/social/social-streams
Troubleshoot issues connecting your Facebook page to the HubSpot Social tool,Social,Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Social,https://knowledge.hubspot.com/social/troubleshoot-issues-connecting-your-facebook-page-to-the-hubspot-social-tool
Troubleshoot issues connecting your LinkedIn page to the HubSpot Social tool,Social,Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Social,https://knowledge.hubspot.com/social/troubleshoot-issues-connecting-your-linkedin-page-to-the-hubspot-social-tool
Understand social media terms and metrics,Social,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Lists; Email; Social; Analytics; Custom Report Builder,https://knowledge.hubspot.com/social/understand-social-media-metrics
Publish YouTube videos from HubSpot,Social,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Lists; Email; Social,https://knowledge.hubspot.com/social/upload-and-publish-youtube-videos
Use AI to generate social post content,Social,Users; Breeze; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Social; Create social posts with Breeze on HubSpot's mobile app,https://knowledge.hubspot.com/social/use-hubspots-ai-assistant-to-create-social-posts
Review and reply to social interactions,Social,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Ads; Email; Social; Inbox,https://knowledge.hubspot.com/social/use-inbox-streams
Use reply recommendations in social interactions and feeds,Social,Users; Breeze; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Social; Inbox; Use reply recommendations,https://knowledge.hubspot.com/social/use-quick-replies-in-your-social-tool
Troubleshoot social publishing errors and limits,Social,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Social,https://knowledge.hubspot.com/social/what-are-the-most-common-unsuccessful-social-message-errors
Blog auto-publish in social settings,Social,Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Social; Set up blog auto-publishing; Preview and customize your auto-publish social posts,https://knowledge.hubspot.com/social/what-happens-when-i-click-blog-auto-post-in-social-media-settings
Social post didn't publish at the scheduled time,Social,Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Social,https://knowledge.hubspot.com/social/why-was-my-social-post-not-published-at-the-scheduled-time
Create subscriptions,Subscriptions,Permissions; Teams; Users; Ai; Workflow; Workflows; Enrollment; Payments; Payment Links; Invoices; Subscriptions; Quotes,https://knowledge.hubspot.com/subscriptions/create-subscriptions
View and manage subscriptions billed in HubSpot,Subscriptions,Permissions; Users; Ai; Workflow; Workflows; Payments; Invoices; Subscriptions; Products; Line Items; Blog; Cms,https://knowledge.hubspot.com/subscriptions/manage-subscriptions
Migrate Stripe subscriptions to HubSpot,Subscriptions,Permissions; Teams; Users; Ai; Workflow; Workflows; Payments; Invoices; Subscriptions; Products; Line Items; Blog,https://knowledge.hubspot.com/subscriptions/migrate-stripe-subscriptions-to-hubspot
Set up the HubSpot subscriptions tool,Subscriptions,Permissions; Teams; Users; Ai; Workflow; Workflows; Payments; Invoices; Subscriptions; Products; Blog; Cms,https://knowledge.hubspot.com/subscriptions/set-up-the-hubspot-subscriptions-tool
Assign tasks to contacts,Tasks,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Email; Tasks; Create a task for a contact,https://knowledge.hubspot.com/tasks/assign-tasks-to-contacts
Complete tasks,Tasks,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Records; Associations; Email,https://knowledge.hubspot.com/tasks/complete-tasks
Create tasks,Tasks,Users; Ai; Workflow; Workflows; Enrollment; Automation; Subscriptions; Products; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/tasks/create-tasks
Edit or delete tasks,Tasks,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Records; Properties; Email,https://knowledge.hubspot.com/tasks/edit-or-delete-tasks
Export tasks,Tasks,Teams; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Records; Email; Reports,https://knowledge.hubspot.com/tasks/export-tasks
Filter tasks and manage task views,Tasks,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Deals; Properties; Campaigns,https://knowledge.hubspot.com/tasks/filter-tasks-and-manage-task-views
Sync tasks to Google or Outlook Calendar,Tasks,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Records; Campaigns; Email; Tasks; Use tasks on your calendar,https://knowledge.hubspot.com/tasks/sync-tasks-to-your-google-or-outlook-calendar
Set up task reminders and daily task digest emails,Tasks,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Records; Email; Tasks; Inbox,https://knowledge.hubspot.com/tasks/task-reminders-and-daily-digest
Use subtasks,Tasks,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Properties; Email; Tasks; Manage subtasks; Create a subtask from the gantt view,https://knowledge.hubspot.com/tasks/use-subtasks-with-objects
Use task queues,Tasks,Users; Ai; Workflow; Workflows; Automation; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Sequences,https://knowledge.hubspot.com/tasks/use-task-queues
Create and send message templates,Templates,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Deals; Tickets,https://knowledge.hubspot.com/templates/create-and-send-templates
Use WhatsApp message templates in HubSpot,Templates,Users; Ai; Workflow; Workflows; Enrollment; Automation; Payments; Subscriptions; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/templates/use-whatsapp-message-templates-in-hubspot
Bulk update user email domains,User Management,Domains; Permissions; Teams; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email,https://knowledge.hubspot.com/user-management/bulk-update-user-email-domains
Create and manage teams,User Management,Permissions; Teams; Users; Ai; Workflow; Subscriptions; Blog; Cms; Content; Knowledge Base; Records; Imports,https://knowledge.hubspot.com/user-management/create-and-manage-teams
Create and edit permission sets,User Management,Permissions; Teams; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Sequences; Create a permission set,https://knowledge.hubspot.com/user-management/create-permission-sets
Deactivate and remove HubSpot users,User Management,Permissions; Teams; Users; Ai; Workflow; Workflows; Automation; Subscriptions; Products; Blog; Cms; Content,https://knowledge.hubspot.com/user-management/delete-your-hubspot-user
Manage notifications from the HubSpot mobile app,User Management,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Email; Tasks,https://knowledge.hubspot.com/user-management/enable-notifications-from-the-hubspot-mobile-app
Export users,User Management,Permissions; Teams; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Email; Export all users,https://knowledge.hubspot.com/user-management/export-users
Set up user notifications in HubSpot,User Management,Permissions; Users; Breeze; Ai; Workflow; Workflows; Enrollment; Payments; Invoices; Subscriptions; Quotes; Products,https://knowledge.hubspot.com/user-management/how-to-set-up-user-notifications-in-hubspot
HubSpot user permissions guide,User Management,Account Settings; Domains; Permissions; Teams; Users; Breeze; Ai; Agents; Content Remix; Workflow; Workflows; Enrollment,https://knowledge.hubspot.com/user-management/hubspot-user-permissions-guide
Log in as another HubSpot user,User Management,Permissions; Teams; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Sequences,https://knowledge.hubspot.com/user-management/log-in-as-another-hubspot-user
Manage user permissions,User Management,Permissions; Teams; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Email,https://knowledge.hubspot.com/user-management/manage-user-permissions
Manage user preferences with presets,User Management,Permissions; Teams; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Create a preset; Manage presets,https://knowledge.hubspot.com/user-management/manage-user-preferences-with-user-groups
Manage user properties and preferences,User Management,Permissions; Teams; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Records; Properties,https://knowledge.hubspot.com/user-management/manage-user-properties-and-preferences
"Manage user working hours and availability for scheduling pages, inbox, and help desk",User Management,Teams; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Tickets; Email; Meetings,https://knowledge.hubspot.com/user-management/manage-user-working-hours-for-inbox-and-help-desk
Manage your user profile and preferences,User Management,Account Settings; Teams; Users; Ai; Workflow; Workflows; Subscriptions; Products; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/user-management/profile-and-preferences
Provision HubSpot users with SCIM through Okta,User Management,Permissions; Teams; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Records; Email; Sequences,https://knowledge.hubspot.com/user-management/provision-hubspot-users-with-scim-through-okta
Deactivate and remove HubSpot users,User Management,Permissions; Teams; Users; Ai; Workflow; Workflows; Automation; Subscriptions; Products; Blog; Cms; Content,https://knowledge.hubspot.com/user-management/remove-hubspot-users
Set up lead revisit notifications,User Management,Users; Ai; Workflow; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Records,https://knowledge.hubspot.com/user-management/set-up-lead-revisit-notifications
View user permissions history,User Management,Permissions; Teams; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Email,https://knowledge.hubspot.com/user-management/view-user-permissions-history
Add a Google Map to HubSpot content,Website And Landing Pages,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Landing Pages; Website Pages; Knowledge Base; Email,https://knowledge.hubspot.com/website-and-landing-pages/add-a-google-map-to-hubspot-content
Add the Google Tag Manager code to HubSpot content,Website And Landing Pages,Domains; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Landing Pages; Website Pages; Knowledge Base; Email,https://knowledge.hubspot.com/website-and-landing-pages/add-the-google-tag-manager-code-to-hubspot-content
Add videos to HubSpot content,Website And Landing Pages,Domains; Permissions; Users; Ai; Workflow; Workflows; Subscriptions; Blog; Cms; Content; Landing Pages; Website Pages,https://knowledge.hubspot.com/website-and-landing-pages/add-videos-to-hubspot-content
Analyze individual content performance,Website And Landing Pages,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Landing Pages; Website Pages; Knowledge Base; Contacts; Deals,https://knowledge.hubspot.com/website-and-landing-pages/analyze-individual-content-performance
Analyze performance for all pages,Website And Landing Pages,Users; Ai; Subscriptions; Blog; Cms; Content; Landing Pages; Website Pages; Knowledge Base; Contacts; Ctas; Email,https://knowledge.hubspot.com/website-and-landing-pages/analyze-performance-for-all-pages
Analyze revenue attribution for content,Website And Landing Pages,Users; Breeze; Ai; Subscriptions; Blog; Cms; Content; Landing Pages; Website Pages; Knowledge Base; Contacts; Deals,https://knowledge.hubspot.com/website-and-landing-pages/analyze-revenue-attribution-for-content
